Fecha,Set-Point,Distancia
13/08/2022 10:26,30,28
13/08/2022 10:26,30,28
13/08/2022 10:26,30,28
13/08/2022 10:26,30,29
13/08/2022 10:26,30,28
13/08/2022 10:26,30,28
13/08/2022 10:26,30,28
13/08/2022 10:26,30,28
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,28
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,29
13/08/2022 10:26,30,27
13/08/2022 10:26,30,25
13/08/2022 10:26,30,23
13/08/2022 10:26,30,22
13/08/2022 10:26,30,21
13/08/2022 10:26,30,20
13/08/2022 10:26,30,19
13/08/2022 10:26,30,18
13/08/2022 10:26,30,18
13/08/2022 10:26,30,19
13/08/2022 10:26,30,18
13/08/2022 10:26,30,18
13/08/2022 10:26,30,18
13/08/2022 10:26,30,19
13/08/2022 10:26,30,20
13/08/2022 10:26,30,21
13/08/2022 10:26,30,22
13/08/2022 10:26,30,23
13/08/2022 10:26,30,25
13/08/2022 10:26,30,26
13/08/2022 10:26,30,28
13/08/2022 10:26,30,29
13/08/2022 10:26,30,31
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,33
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:26,30,31
13/08/2022 10:27,30,31
13/08/2022 10:27,30,31
13/08/2022 10:27,30,31
13/08/2022 10:27,30,31
13/08/2022 10:27,30,31
13/08/2022 10:27,30,31
13/08/2022 10:27,30,31
13/08/2022 10:27,30,31
13/08/2022 10:27,30,31
13/08/2022 10:27,30,31
13/08/2022 10:27,30,31
13/08/2022 10:27,30,31
13/08/2022 10:27,30,31
13/08/2022 10:27,30,31
13/08/2022 10:27,30,31
13/08/2022 10:27,30,31
13/08/2022 10:27,30,31
13/08/2022 10:27,30,31
13/08/2022 10:27,30,31
13/08/2022 10:27,30,31
13/08/2022 10:27,30,31
13/08/2022 10:27,30,31
13/08/2022 10:27,30,31
13/08/2022 10:27,30,31
13/08/2022 10:27,30,31
13/08/2022 10:27,30,31
13/08/2022 10:27,30,31
13/08/2022 10:27,30,31
13/08/2022 10:27,30,31
13/08/2022 10:27,30,31
13/08/2022 10:27,30,31
13/08/2022 10:27,30,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,33
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,31
13/08/2022 10:27,15,30
13/08/2022 10:27,15,30
13/08/2022 10:27,15,30
13/08/2022 10:27,15,30
13/08/2022 10:27,15,29
13/08/2022 10:27,15,29
13/08/2022 10:27,15,29
13/08/2022 10:27,15,28
13/08/2022 10:27,15,28
13/08/2022 10:27,15,27
13/08/2022 10:27,15,26
13/08/2022 10:27,15,24
13/08/2022 10:27,15,23
13/08/2022 10:27,15,22
13/08/2022 10:27,15,20
13/08/2022 10:27,15,19
13/08/2022 10:27,15,16
13/08/2022 10:27,15,15
13/08/2022 10:27,15,16
13/08/2022 10:27,15,17
13/08/2022 10:27,15,8
13/08/2022 10:27,15,9
13/08/2022 10:27,15,4
13/08/2022 10:27,15,4
13/08/2022 10:27,15,33
13/08/2022 10:27,15,5
13/08/2022 10:27,15,5
13/08/2022 10:27,15,6
13/08/2022 10:27,15,7
13/08/2022 10:27,15,7
13/08/2022 10:27,15,8
13/08/2022 10:27,15,12
13/08/2022 10:27,15,11
13/08/2022 10:27,15,15
13/08/2022 10:27,15,13
13/08/2022 10:27,15,14
13/08/2022 10:27,15,15
13/08/2022 10:27,15,15
13/08/2022 10:27,15,15
13/08/2022 10:27,15,16
13/08/2022 10:27,15,17
13/08/2022 10:27,15,16
13/08/2022 10:27,15,17
13/08/2022 10:27,15,15
13/08/2022 10:27,15,15
13/08/2022 10:27,15,15
13/08/2022 10:27,15,14
13/08/2022 10:27,15,14
13/08/2022 10:27,15,13
13/08/2022 10:27,15,15
13/08/2022 10:27,15,12
13/08/2022 10:27,15,21
13/08/2022 10:27,15,9
13/08/2022 10:27,15,9
13/08/2022 10:27,15,7
13/08/2022 10:27,15,8
13/08/2022 10:27,15,5
13/08/2022 10:27,15,3
13/08/2022 10:27,15,3
13/08/2022 10:27,15,10
13/08/2022 10:27,15,9
13/08/2022 10:27,15,6
13/08/2022 10:27,15,6
13/08/2022 10:27,15,3
13/08/2022 10:27,15,3
13/08/2022 10:27,15,3
13/08/2022 10:27,15,3
13/08/2022 10:27,15,3
13/08/2022 10:27,15,3
13/08/2022 10:27,15,3
13/08/2022 10:27,15,3
13/08/2022 10:27,15,3
13/08/2022 10:27,15,3
13/08/2022 10:27,15,4
13/08/2022 10:27,15,4
13/08/2022 10:27,15,5
13/08/2022 10:27,15,7
13/08/2022 10:27,15,8
13/08/2022 10:27,15,7
13/08/2022 10:27,15,7
13/08/2022 10:27,15,8
13/08/2022 10:27,15,9
13/08/2022 10:27,15,9
13/08/2022 10:27,15,12
13/08/2022 10:27,15,10
13/08/2022 10:27,15,13
13/08/2022 10:27,15,13
13/08/2022 10:27,15,15
13/08/2022 10:27,15,14
13/08/2022 10:27,15,13
13/08/2022 10:27,15,14
13/08/2022 10:27,15,14
13/08/2022 10:27,15,15
13/08/2022 10:27,15,15
13/08/2022 10:27,15,15
13/08/2022 10:27,15,16
13/08/2022 10:27,15,15
13/08/2022 10:27,15,16
13/08/2022 10:27,15,15
13/08/2022 10:27,15,15
13/08/2022 10:27,15,14
13/08/2022 10:27,15,15
13/08/2022 10:27,15,15
13/08/2022 10:27,15,15
13/08/2022 10:27,15,15
13/08/2022 10:27,15,15
13/08/2022 10:27,15,15
13/08/2022 10:27,15,15
13/08/2022 10:27,15,15
13/08/2022 10:27,15,15
13/08/2022 10:27,15,15
13/08/2022 10:27,15,15
13/08/2022 10:27,15,15
13/08/2022 10:27,15,15
13/08/2022 10:27,15,15
13/08/2022 10:27,15,14
13/08/2022 10:27,15,14
13/08/2022 10:27,15,14
13/08/2022 10:27,15,15
13/08/2022 10:27,15,15
13/08/2022 10:27,15,14
13/08/2022 10:27,15,14
13/08/2022 10:27,15,15
13/08/2022 10:27,15,14
13/08/2022 10:27,15,14
13/08/2022 10:27,15,14
13/08/2022 10:27,15,15
13/08/2022 10:27,15,16
13/08/2022 10:27,15,15
13/08/2022 10:27,15,14
13/08/2022 10:27,15,15
13/08/2022 10:27,15,15
13/08/2022 10:27,15,15
13/08/2022 10:27,15,15
13/08/2022 10:27,15,15
13/08/2022 10:27,15,15
13/08/2022 10:27,15,15
13/08/2022 10:27,15,15
13/08/2022 10:27,15,16
